url,noc,main_duties
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=iR14VmENGh5E6RAwwRUmIFHSwnl9b%2FCpIeMksNRG%2Bmk%3D,40042 – Commissioned officers of the Canadian Armed Forces,"40042 – Commissioned officers of the Canadian Armed Forces 
This group performs some or all of the following duties:


Allocate material, human and financial resources to implement military policies and programs, establish administrative controls, and approve overall personnel planning
Plan, organize and command the activities of the Canadian Armed Forces combat units and military strategic units in the Army, Royal Canadian Air Force, and Royal Canadian Navy at home and when deployed overseas during operations in conflict territory
Plan, organize and command units engaged in non-military disaster relief,  humanitarian and peacekeeping operations at the national and international level
Set objectives of the organization in accordance with legislation and government policy, formulate or approve and evaluate programs and procedures, alone or in collaboration with senior government committees
Coordinate the work of various military strategic units employing appropriate levels of military force for specific tasks
Develop and implement military procedures and policies that are geared to the capabilities and performance of each unit."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=2egzoZi%2BtKgXjaIhOgHCahR9SBzvhEX5a0p2SbGjUzM%3D,41100 – Judges,"41100 – Judges 
This group performs some or all of the following duties:


Preside over courts of law, interpret and enforce rules of procedure and make rulings regarding the admissibility of evidence
Instruct the jury on laws that are applicable to the case
Weigh and consider evidence in non-jury trials and decide legal guilt or innocence or degree of liability of the accused or defendant
Pass sentence on persons convicted in criminal cases and determine damages or other appropriate remedy in civil cases
Grant divorces and divide assets between spouses
Determine custody of children between contesting parents and other guardians
Enforce court orders for access or support
Supervise other judges and court officers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=zt1yfKiW8ZKDh5avzMpI3jlskuzHjuLo6HPhJITMkBc%3D,41101 – Lawyers and Quebec notaries,"41101 – Lawyers and Quebec notaries 
This group performs some or all of the following duties:


Advise clients of their legal rights and all matters related to law
Research legal precedents and gather evidence
Plead clients' cases before courts of law, tribunals and boards (lawyers only)
Draw up legal documents such as real estate transactions, wills, divorces and contracts, and prepare statements of legal opinions
Negotiate settlements of civil disputes (lawyers only)
Perform administrative and management functions related to the practice of law
May act as mediator, conciliator or arbitrator
May act as executor, trustee or guardian in estate and family law matters."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=%2BuiV8ayCW3cjlQU9cGEfMsQGZnVcVy9qSOBJKxPiR2o%3D,41200 – University professors and lecturers,"41200 – University professors and lecturers 
This group performs some or all of the following duties:


Teach one or more university subjects to undergraduate and graduate students
Prepare and deliver lectures to students and conduct laboratory sessions or discussion groups
Prepare, administer and grade examinations, laboratory assignments and reports
Advise students on course and academic matters and career decisions
Direct research programs of graduate students and advise on research matters
Conduct research in field of specialization and publish findings in scholarly journals or books
May serve on faculty committees dealing with such matters as curriculum planning and degree requirements, and perform a variety of administrative duties
May represent their universities as speakers and guest lecturers
May provide professional consultative services to government, industry and private individuals."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=z5fEOdegKqk0RMjAInLwQJCZA5Pem7CNsPGx6eMv2HI%3D,41201 – Post-secondary teaching and research assistants,"41201 – Post-secondary teaching and research assistants 
This group performs some or all of the following duties:



Post-secondary teaching assistants

Organize reference materials, visual aids and other materials as required by university professors or college teachers for lectures
Conduct seminars, discussion groups and laboratory sessions to supplement lectures
Assist in the preparation and administration of examinations
Grade examinations, term papers and laboratory reports.

Research assistants

Conduct literature reviews, surveys, laboratory experiments and other research for use in scholarly publications
Compile research results and assist professors in the analysis of results and the preparation of journal articles or papers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=9u9r0Av7cADFQ3SJFuUJtJ8qOLOx6T4l6qVC%2BbWDxfM%3D,41210 – College and other vocational instructors,"41210 – College and other vocational instructors 
This group performs some or all of the following duties:


Teach students using a systematic plan of lectures, demonstrations, discussion groups, laboratory work, shop sessions, seminars, case studies, field assignments and independent or group projects
Develop curriculum and prepare teaching materials and outlines for courses
Prepare, administer and mark tests and papers to evaluate students' progress
Advise students on program curricula and career decisions
Provide individualized tutorial or remedial instruction to students who require it
Supervise independent or group projects, field placements, laboratory work or hands-on training
Supervise teaching assistants
May provide consultation services to government, business and other organizations
May serve on committees concerned with matters such as budgets, curriculum revision, and course and diploma requirements."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=u2VIlgqEIc%2F%2BT%2FvlGT1bSUBpIU85o%2BRjsoD44n7R2%2FU%3D,41220 – Secondary school teachers,"41220 – Secondary school teachers 
This group performs some or all of the following duties:


Prepare subject material for presentation to students according to an approved curriculum
Teach students using a systematic plan of lectures, discussions, audio-visual presentations, and laboratory, shop and field studies
Assign and correct homework
Prepare, administer and correct tests
Evaluate progress, determine individual needs of students and discuss results with parents and school officials
Prepare and implement remedial programs for students requiring extra help
Participate in staff meetings, educational conferences and teacher training workshops
May teach and evaluate students through distance or online courses
May advise students on course selection and on vocational and personal matters
May supervise student teachers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=MvW6OfpkUG%2BVvtWQO%2BWHvKHq5dsc0BkM0jJ9x7xTOgA%3D,41221 – Elementary school and kindergarten teachers,"41221 – Elementary school and kindergarten teachers 
This group performs some or all of the following duties:


Prepare courses for presentation to students according to approved curriculum
Teach students using a systematic plan of lessons, discussions, audio-visual presentations and field trips
Lead students in activities to promote their physical, mental and social development and their school readiness
Assign and correct homework
Prepare, administer and correct tests
Evaluate the progress of students and discuss results with students, parents and school officials
Identify children's individual learning needs
Prepare and implement remedial programs for students requiring extra help
Participate in staff meetings, educational conferences and teacher training workshops
May supervise teachers' aides and student teachers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=tSTi2%2BpjUk0HoU3hJmY3go%2FGvx%2FmwcE3TuD1VLIvQ0g%3D,41300 – Social workers,"41300 – Social workers 
This group performs some or all of the following duties:


Interview clients individually, in families, or in groups, to assess their situation and problems and determine the types of services required
Provide counsel and therapy to assist clients in developing skills to deal with and resolve their social and personal problems
Plan programs of assistance for clients including referral to agencies that provide financial assistance, legal aid, housing, medical treatment and other services
Investigate cases of child abuse or neglect and take authorized protective action when necessary
Serve as members on interdisciplinary teams of professionals working with client groups
Act as advocates for client groups in the community, lobby for solutions to problems directly affecting client groups and develop prevention and intervention programs to meet community needs
Develop or advise on social policy legislation, conduct social research and assist in community development
Provide mediation services and psychosocial assessments
Evaluate the effectiveness of counselling and social programs
May provide public education and consultation to professionals or groups regarding counselling services, issues and methods
May supervise other social workers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=yfr3CLMIYjxpzjycfCe2SZQX9DnYtU3iucVESECSCss%3D,41301 – Therapists in counselling and related specialized therapies,"41301 – Therapists in counselling and related specialized therapies 
This group performs some or all of the following duties:


Interview clients, prepare case histories and assess problems
Develop and implement counselling and intervention programs to assist clients in determining goals and means of attaining them
Counsel clients, provide therapy and mediation services, and facilitate group sessions
Liaise with community agencies or partners,  and identify additional or alternative services and provide referrals
Evaluate the effectiveness of counselling programs and interventions, and clients' progress in resolving identified problems and movement toward defined objectives
Follow up on results of counselling programs and clients' adjustments
Prepare assessment, progress, follow-up and court reports
May supervise other counsellors, social service staff and assistants
May provide public education and consultation to other professionals or groups regarding counselling services, issues and methods
May provide witness testimony in court proceedings
May conduct research, publish research papers, educational texts and articles and deliver presentations at conferences
May collaborate with employee assistance programs or with government organizations in health and safety or with victims of crime
May participate in fundraising activities."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=TG9Z4kw2nH82UvxQOYMRlh1z7Sl99H%2BUm%2FqlixJq%2Bg4%3D,41302 – Religious leaders,"41302 – Religious leaders 
This group performs some or all of the following duties:


Conduct regular religious services
Administer rites of faiths such as marriages and funerals
Pray and promote spirituality by delivering sermons and other talks
Provide spiritual and moral guidance to members of a religious faith
Supervise, plan and administer programs of religious education
May participate in humanitarian endeavours and delivery of social services and welfare activities
May share in the administrative and financial operation of a religious community
May provide consultation services to government and other organizations."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=I4cDik3%2BzLP1wswGwIMJdajNMpgKD8NJ8fkX75%2BKTbI%3D,41310 – Police investigators and other investigative occupations,"41310 – Police investigators and other investigative occupations 
This group performs some or all of the following duties:



Police investigators

Interviews persons in connection with criminal incidents, including victims, witnesses and suspects
Exchange information and coordinate activities with other law enforcements agencies
Prepare investigation reports and testify in courts concerning criminal investigations
Search and collect physical evidence from crimes scenes, such as fingerprints, and attend autopsies
Perform surveillance by using investigative technologies
Obtain search warrants, conduct searches and arrest suspects
May conduct investigation on online networks and computer systems to detect cyber crimes or to recover data.
May supervise and coordinate the work of police officers.

Coroners and medical examiners

Conduct death investigations to determine the identity of the deceased, date and location of death, medical cause of death, and manner of death
Order or perform autopsies and other medical tests
Consult with and request assistance from law enforcement, physicians, and family
Issue death certificates, including assigning cause and manner of death
Identify and educate the public on dangerous practices or conditions that may lead to death
May testify or produce evidence in proceedings about observations made during investigations
May supervisor and coordinator work of other employees."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=e3jwHvBvn%2Ftqczg76KdDQa7%2BT8hi4XuHfcUlQGCYJng%3D,41311 – Probation and parole officers,"41311 – Probation and parole officers 
This group performs some or all of the following duties:


Interview inmates to assess adjustment problems and develop suitable rehabilitation programs
Prepare reports for the recommendation of security level, penitentiary placement, type of incarceration and types of interventions considered most beneficial for the rehabilitation of the inmates
Interview offenders, police, family, friends, school authorities and employers to prepare pre-sentence reports and assess offenders' prospects for successful reintegration into the community
Plan rehabilitation programs with inmates, establishing rules of conduct, goals and objectives
Refer inmates and offenders to community and social service programs, as required
Supervise the terms of a probation order and attend court
Interview probationers and parolees regularly to evaluate their progress in accomplishing goals and maintaining the terms specified in their probation contracts and rehabilitation plans
Recommend remedial action or initiate court action when terms of probation or parole are violated
Attend court proceedings to provide expert testimony on an inmate’s case as well as detention and dangerous offenders status court rulings
May perform administrative duties and supervise support staff
May participate in policy development."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=1hw5qgJagdxD1Awh6jpQX704Wv%2FL32z2loQtwcxN6xY%3D,41320 – Educational counsellors,"41320 – Educational counsellors 
This group performs some or all of the following duties:


Counsel students regarding educational issues such as course and program selection, time tables and scheduling, school adjustment, attendance problems and study skills
Counsel students regarding career or vocational issues including career exploration and planning, résumé preparation, job interview skills and job search strategies and make available to them a wide range of educational and occupational information
Coordinate co-op and school-to-work transition programs, and the provision of counselling and information services, such as career information, professional development sessions and exchanges with other educational institutions, to students, parents, teachers, faculty and staff
Consult with teachers and parents or faculty and other professionals such as psychologists, speech therapists and social workers regarding various issues and concerns, and with administrators and community agencies regarding programs and referrals
Administer and interpret standardized intelligence, personality, vocational, aptitude and interest tests
Develop and coordinate study skills groups or workshops in high schools, colleges and universities on topics such as note-taking, test or examination anxiety and preparation strategies and time management skills
Visit colleges and secondary schools to provide academic information to prospective students, their parents and educational counsellors
Coordinate or participate in student orientation programs in colleges or universities
Arrange for employers to recruit graduating college and university students, and students for co-op education work terms
Counsel students regarding personal and social issues such as substance abuse, depression, sexuality, eating disorders, anxiety, self-esteem, family problems, relationship and interpersonal skills and anger management
Counsel students in crisis situations such as dealing with the death of a friend or family member, suicidal tendencies and abuse situations
May supervise peer counselling programs in school settings
May supervise field experience for graduate students in counselling
May teach regular classes."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=7HVvTqRTOnqSh45FoPZ%2Bx4iaBjcVQT9iIEQZ9sum%2BVk%3D,41321 – Career development practitioners and career counsellors (except education),"41321 – Career development practitioners and career counsellors (except education) 
This group performs some or all of the following duties:


Interview clients to obtain employment history, educational background and career goals
Identify barriers to employment and assist clients with such matters as job readiness skills, job search strategies, writing résumés and preparing for job interviews
Assess need for assistance such as rehabilitation, financial aid or further training and refer clients to the appropriate services
Provide established workers with information and strategies for maintaining a job or moving within an organization, dealing with job dissatisfaction, making mid-career changes and adjusting to workplace transitions
Collect labour market information for clients regarding job openings, entry and skill requirements and other occupational information
Advise employers on human resource and other employment-related issues
Provide consulting services to community groups and agencies, businesses, industry and other organizations involved in providing community-based career planning support or resources
May administer and interpret tests designed to determine the interests, aptitudes and abilities of clients
May provide advocacy and adjudication services related to employment legislation or contractual agreements
May arrange for, or conduct physical, mental, academic, vocational, and other evaluations to obtain information for assessing clients' needs and to developing employment and rehabilitation plans."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=oPI1qNsMDIcD0fPGqmkcOpniGclz%2FgG57hvCdMdge9w%3D,"41400 – Natural and applied science policy researchers, consultants and program officers","41400 – Natural and applied science policy researchers, consultants and program officers 
This group performs some or all of the following duties:


Ergonomists or human factors specialists

Conduct research and advise on, and intervene in the physical, social and psychological interrelationships between persons, their equipment and working or living environments to ensure that the design, configuration and use of equipment, procedures and environmental conditions maximize safety, productivity and comfort.

Occupational or industrial hygienists

Study, evaluate and control physical, chemical and biological hazards and stresses in the workplace
Report and document investigations and conclusions
Suggest changes to work environments and processes
Provide information to workers and managers or employers on methods to reduce the risk of injury or illness from specific occupational hazards
May teach safe work procedures, participate in emergency response planning, testify at hearings and report findings at scientific conferences or in scientific journals.

Patent agents

Advise clients on elements of patent law and on the patentability of inventions
Conduct patent searches
Prepare patent applications
Represent clients before the patent office.

Technology transfer officers

Transfer and integrate new technologies, usually from university or government research and development environments, to commercial and industrial applications and ensure the protection of intellectual property of researchers and developers.

Science policy and program officers

Conduct research and advise on policies or develop or administer programs related to transportation, emergency preparedness, communications, natural resources, agriculture, the environment, traditional and alternative energy technologies, land use, recycling and other scientific fields
Promote public awareness and education on issues such as utilization of natural resources, the environment, and reprocessing and reduction of waste."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=hX0a0SmQSR0nrGeo2krUtdDFzobAOWYB877Pnmo1u08%3D,41401 – Economists and economic policy researchers and analysts,"41401 – Economists and economic policy researchers and analysts 
This group performs some or all of the following duties:


Conduct research and develop models to analyze, explain and forecast economic behaviour and patterns, and devise methods for collection and analysis of data
Forecast production and consumption of specific products and services based on records of past production and consumption and general economic and industry-specific conditions
Prepare forecasts of income and expenditure, interest rates and exchange rates
Analyze factors which determine economic growth and advise government agencies on policies to increase economic activities
Analyze factors which determine labour force participation, employment, wages, unemployment and other labour market outcomes
Study mathematical formulae and statistical techniques and apply them to the testing and quantifying of economic theories and the solution of economic problems
Study the nature of money, credit and the operation of banks and other financial institutions to develop monetary policies and forecasts of financial activity
Monitor economic data to assess the effectiveness, and advise on the appropriateness, of monetary and fiscal policies
Examine problems related to the economic activity of individual companies
Examine financial methods, production costs and techniques and marketing policies to recommend possible improvements
Examine statistical data on the exchange of goods and services among nations
Forecast production and consumption of renewable resources and supply, consumption and depletion of non-renewable resources
Conduct research on market conditions in local, regional or national area to set sales and pricing levels for goods and services, to assess market potential and future trends and to develop business strategies
Monitor regional and local economic trends
Study regulatory processes and provide material in support of legal proceedings with government and other parties."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Jw7kkxYE2GhMRU2%2FTwnAgiJkabrXs75FKLG304Whn3E%3D,41402 – Business development officers and market researchers and analysts,"41402 – Business development officers and market researchers and analysts 
This group performs some or all of the following duties:


Develop policies and administer programs to promote industrial and commercial business investment in urban and rural areas
Design market research questionnaires
Conduct social or economic surveys on local, regional or national areas to assess development potential and future trends
Plan development projects and coordinate activities with representatives of a wide variety of industrial and commercial enterprises, community and business associations and government agencies
Assess business opportunities and develop strategies to attract venture capital
Respond to enquiries from members of the business community and general public concerning development opportunities
Review and evaluate commercial or industrial development proposals and provide advice on procedures and requirements for government approval
Conduct surveys and analyze data on the buying habits and preferences of wholesale or retail consumers
Evaluate customer service and store environments
Conduct research on consumers, competitors and the market place to identify trends to optimize marketing strategies for industrial and commercial products
Analyze promotional and marketing campaigns to identify improvements
Develop social and economic profiles of urban and rural areas to encourage industrial and commercial investment and development.
Prepare reports, research papers, educational texts or articles
Develop and apply E-commerce strategies
Provide consultation on planning and starting of new businesses."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Qiq88d1R%2FifmZnPVnnT3QX8bHXxsVVfXogu%2FmaVRMus%3D,"41403 – Social policy researchers, consultants and program officers","41403 – Social policy researchers, consultants and program officers 
This group performs some or all of the following duties:



Social policy researchers

Develop social programs and policies, social legislation, or proposals based on demographic, social and economic research, analysis and the evaluation of pilot projects.

Home economists

Advise and assist consumers on the selection and proper use of food products, textiles and other consumer goods and teach household management skills. They may also provide consultative services in the areas of development and promotion of new food products, retail buying, social program administration and small business endeavours.

Housing policy analysts

Identify and assess economic, demographic, and social developments and report on their implications for housing policy.

Immigration and citizenship consultants

Conduct research, advise clients and prepare immigration, citizenship and visas applications. They may also represent clients at tribunals and before administrative bodies.

International aid and development project officers

Plan, organize and administer foreign aid and international development policies and programs.

Social survey researchers

Develop questionnaires, coordinate and conduct surveys, analyse data, and compile and interpret statistics on social issues and policy areas.

Social services planners

Conduct research, develop social programs, assess, coordinate and develop awareness of existing social services, and ensure that duplication of services is avoided. They may also work with land use planners to determine the impact of major land use plans for transportation, housing and recreational facilities projects."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Qnq7sFjle50WBcpqQNn%2FZ3mI15Gw9UuM8MRGkYOxKyI%3D,"41404 – Health policy researchers, consultants and program officers","41404 – Health policy researchers, consultants and program officers 
This group performs some or all of the following duties:


Assist in developing government health policy by reviewing relevant literature, conducting interviews, collecting and analysing statistical data, and providing advice to senior managers and officials on issues such as health promotion, regulation, standards and financing
Design and implement health projects or programs
Maintain, update and manage health information databases
Compile and analyse statistical information provided by private and public health care institutions and organizations and produce reports
Monitor and evaluate health care programs operated by government departments and agencies or private organizations
Assess compliance with health standards and identify remedial action if necessary
Conduct evaluations and assessments of health projects and programs
Provide consulting services to clients in private establishments or government departments or agencies
Respond to internal and external program and policy information requests
Produce newsletters, magazines and other documents to provide information to association or organization members or the general public
Present the views of an association or organization to politicians, government officials, the media or the general public."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=wrQx%2BsitcSEw3ZIGWkLE64x%2B8HJRqXDgl7bgg6cC3FM%3D,"41405 – Education policy researchers, consultants and program officers","41405 – Education policy researchers, consultants and program officers 
This group performs some or all of the following duties:


Conduct research, produce reports and administer education policies and programs
Evaluate curriculum programs and recommend improvements
Develop the structure, content and objectives of new programs
Conduct statistical analyses to determine cost and effectiveness of education policies and programs
Provide ongoing professional development, training and consultative services to teachers and other professionals throughout the public and private sector
Develop teaching materials and other resources for program delivery
Deliver presentations at conferences, workshops and symposia
May supervise the work of other education policy researchers, consultants or program officers
May administer specialized testing and assessment programs."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=wBCRsdMAjjtIuju3fmdZiPGbo%2FXTXXYtW6OVU4jiyz4%3D,"41406 – Recreation, sports and fitness policy researchers, consultants and program officers","41406 – Recreation, sports and fitness policy researchers, consultants and program officers 
This group performs some or all of the following duties:



Recreation, sports and fitness consultants

Provide expert advice and consulting services to communities, corporations, institutions, sports associations, community groups, corporations, schools and other organizations in the design, development and administration of sports programs and activities
May write proposals and public relations statements for corporations, industry and the fitness community.

Recreation, sports and fitness policy analysts

Conduct research and develop government policies related to recreation, sports, fitness and athletic safety and standards.

Recreation, sports and fitness program supervisors

Develop, plan and coordinate sports, fitness and recreation programs, and special sporting events."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=svqzN6s29cRez4tYgKn9HZzFA88tRCHETgEbF5bSD9s%3D,41407 – Program officers unique to government,"41407 – Program officers unique to government 
This group performs some or all of the following duties:


Advise politicians or diplomats on the social, economic and political effects of government decisions on other governments in Canada or abroad
Explain Canadian foreign and domestic policies to governments and nationals of foreign countries, and act on behalf of Canada abroad
Collect, monitor and analyze international pressures, issues and communications and brief on intelligence and security matters
Plan intergovernmental meetings and conferences with officers of other municipal, provincial or federal governments
Coordinate the logistics and administration of elections within constituencies and ensure that electoral and voting procedures are followed
Coordinate administrative support services for legislative committees, royal commissions or tribunals
Participate as a member of a board or tribunal
Plan logistics and oversee diplomatic protocol of official visits to Canada by foreign politicians and dignitaries."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=UNqbE2H%2Btm%2B7aN3J3Bdn%2FCNUA8c2Pl9zYf3huKx3oco%3D,41409 – Other professional occupations in social science,"41409 – Other professional occupations in social science 
This group performs some or all of the following duties:


Anthropologists

Conduct studies of the origin, development and functioning of human societies and cultures and of human evolution, changing physical characteristics and geographical distribution.

Archaeologists

Study artifacts (objects and structures) to reconstruct past economic, social, political and intellectual life.

Criminologists

Study crime, criminals, prevention and rehabilitation, and may assist and counsel individuals on their social reintegration.

Geographers

Study and analyse the spatial distribution and interrelationship of physical, biological, cultural and social patterns.

Historians

Conduct research into one or more phases or aspects of past human activity and interpret and document findings.

Linguists

Study the origin, structure and development of languages and apply linguistic theory to problems in teaching, translation and communications.

Political scientists

Conduct research into the theory, origin, development, interrelationships and functioning of political institutions, political movements and individual political behaviour.

Psychometricians

Develop psychological tests, scales and measures, and may administer or apply and interpret such tests, scales and measures. Psychometrists administer and score psychological tests, usually under the supervision of a registered psychologist.

Sociologists

Study the development, structure, social patterns and interrelationships of human society.

Other social science professionals

Specialize in particular areas of social sciences and humanities disciplines. These include gerontologists (specialists in the phenomena and problems of aging), graphoanalysts (specialists in handwriting analysis) and others."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=BmbEKyGGXulOovEOjBNyM9B6tHV%2F%2FiEi02lUzoVcAOQ%3D,42100 – Police officers (except commissioned),"42100 – Police officers (except commissioned) 
This group performs some or all of the following duties:


Respond to emergency calls and complaints, execute search warrants and arrest criminal suspects
Patrol assigned areas on foot, horseback, bicycle and motorized vehicles to maintain public safety and order and to enforce laws and regulations
Prepare reports to record incidents and patrol activities and to provide testimony in courts of law
Provide emergency assistance to victims of accidents, crimes and natural disasters
Monitor traffic to ensure motorists observe traffic regulations and test persons suspected of driving under the influence of alcohol and drugs
Control crowds at public events and protests and monitor suspicious and violent behaviour
Participate in crime prevention, public information, safety and community relations programs
Perform daily administrative tasks in support of law enforcement activities, such as maintaining equipment and information files
May assist police investigators in criminal investigations"
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=GBvOMrBVpEFpQY8i9smmtN5iqe5QQJfbvctUoApRQQ4%3D,42101 – Firefighters,"42101 – Firefighters 
This group performs some or all of the following duties:


Respond to fire alarms and other calls for assistance, such as automobile and industrial accidents, bomb threats and other emergencies
Rescue victims from burning buildings and accident sites
Control and extinguish fires using manual and power equipment, such as axes, water hoses, aerial ladders and hydraulic equipment and various firefighting chemicals
Administer first aid and other assistance
Ensure proper operation and maintenance of firefighting equipment
Prepare written reports on fire incidents
Inform and educate the public on fire prevention
Train to maintain high level of physical fitness
Assist the public, the police and emergency organizations during times of major disasters
May participate as members of a trauma or emergency response team and provide paramedical aid to accident victims or ill persons
May supervise and coordinate the work of other firefighters
May conduct building inspections to ensure compliance with fire code."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=tR%2B3PyLXME8G0qzlBrW2Rl0KK%2Fu921U3HyQ5M9FqZPQ%3D,42102 – Specialized members of the Canadian Armed Forces,"42102 – Specialized members of the Canadian Armed Forces 
This group performs some or all of the following duties:


Certify ammunition, explosive items, munitions and non-munitions scrap to different degrees of classification
Inspect, test, identify faults, adjust, repair, recondition and modify electrical, electromechanical, electronic, electro-optic and mechanical equipment, optical instruments, and control systems for weapons and missiles
Maintain and repair machine-guns and non-guided anti-tank weapons, grenade projectors, mortars and launcher systems
Test, inspect and repair air weapons systems
Compile test logs, evaluation reports, equipment maintenance documentation and read and interpret electronic drawings"
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=AaJKTSTE6QqbJKGZTDXXFscOHaF86dsEop%2B2FEGJxYw%3D,42200 – Paralegals and related occupations,"42200 – Paralegals and related occupations 
This group performs some or all of the following duties:



Paralegals

Assist lawyers by interviewing clients, witnesses and other related parties, assembling documentary evidence, preparing trial briefs, and arranging for trials
Assist lawyers in preparation for mediation and judicial dispute resolutions
Under the supervision of a lawyer, prepare wills, real estate transactions and other legal documents, court reports and affidavits
Research records, court files and other legal documents
Draft legal correspondence and perform general office and clerical duties.

Independent paralegals

Represent clients in small claims court and in other lower court proceedings, at tribunals and before administrative bodies
Advise clients and take legal action on landlord and tenant matters, traffic violations, name changes and other issues within their jurisdictions.

Justices of the peace

Issue subpoenas, summonses and warrants, including search warrants
Receive affidavits, declarations and affirmations
Administer oaths
Conduct bail hearings
Release defendants on judges' orders and explain rights and obligations
Hear evidence at trials on summary conviction offences and may preside over trials of criminal offences at the discretion of the chief judge of the jurisdiction or as provided for in federal, provincial or territorial statutes
Perform civil marriages
Register wills, probate, bankruptcy, etc.

Notaries public

Administer oaths and take affidavits and depositions
Witness and certify the validity of signatures on documents
May draft contracts, prepare promissory notes and draw up wills, mortgages and other legal documents
May arrange probates and administer the estates of deceased persons.

Trademark agents

Advise clients on intellectual property matters and represent clients before the Registrar of Trade-Marks on matters including prosecution of applications for registration of trademarks
Advise on the registrability of trademarks, trademark licensing requirements, transfer of intellectual property and protection of existing trademark rights
Represent clients at proceedings before the Trade Marks Opposition Board and in related proceedings
May represent clients internationally in consultation with foreign associates and attorneys."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=WMwZecP328TRsoCZMp%2ByoWVC%2FHb82guwtuFxZNB78y0%3D,42201 – Social and community service workers,"42201 – Social and community service workers 
This group performs some or all of the following duties:


Review client background information, interview clients to obtain case history and prepare intake reports
Assess clients' relevant skill strengths and needs
Assist clients to sort out options and develop plans of action while providing necessary support and assistance
Assess and investigate eligibility for social benefits
Refer clients to other social services or assist clients in locating and utilizing community resources including legal, medical and financial assistance, housing, employment, transportation, day care and other services
Counsel clients living in group homes and halfway houses, supervise their activities and assist in pre-release and release planning
Participate in the selection and admission of clients to appropriate programs
Implement life skills workshops, substance abuse treatment programs, behaviour management programs, youth services programs and other community and social service programs under the supervision of social services or health care professionals
Meet with clients to assess their progress, give support and discuss any difficulties or problems
Assist in evaluating the effectiveness of treatment programs by tracking clients' behavioural changes and responses to interventions
Advise and aid recipients of social assistance and pensions
Provide crisis intervention and emergency shelter services
Implement and organize the delivery of specific services within the community
Maintain contact with other social service agencies and health care providers involved with clients to provide information and obtain feedback on clients' overall progress
Mobilise and coordinate volunteer resources and activities for a range of organizations such as human service agencies, health care facilities, arts and sports, etc.
May maintain program statistics for purposes of evaluation and research
May supervise social service support workers and volunteers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=jU10HWQmMCMcnwLqTMBhqKz4bXvMCKk5lGwRonv%2FKjU%3D,42202 – Early childhood educators and assistants,"42202 – Early childhood educators and assistants 
This group performs some or all of the following duties:



Early childhood educators

Develop and implement child-care programs that support and promote the physical, cognitive, emotional and social development of children
Lead activities by telling or reading stories, teaching songs, taking children to local points of interest and providing opportunities to express creativity through the media of art, dramatic play, music and physical activity
Plan and maintain an environment that protects the health, security and well-being of children
Assess the abilities, interests and needs of children and discuss progress or problems with parents and other staff members
Observe children for signs of potential learning or behavioural problems and prepare reports for parents, guardians or supervisor
Guide and assist children in the development of proper eating, dressing and toilet habits
Establish and maintain collaborative relationships with co-workers and community service providers working with children
May plan and organize activities for school-age children in child-care programs before and after regular school hours
May supervise and coordinate activities of other early childhood educators and early childhood educator assistants.

Early childhood educator assistants

Support early childhood educators in carrying out programs that promote the physical, cognitive, emotional and social development of children
Engage children in activities by telling stories, teaching songs and preparing crafts
Prepare snacks and arrange rooms or furniture for lunch and rest periods
Assist with proper eating, dressing and toilet habits
Submit written observations on children to early childhood educators or supervisors
Maintain daycare equipment and assist in housekeeping and cooking duties
Attend staff meetings to discuss progress and problems of children
May assist early childhood educators or supervisors in keeping records."
